iter	Passed	Remaining
172	10292	49203
173	10327	49025
174	10372	48901
175	10424	48804
176	10471	48689
177	10524	48603
178	10577	48516
179	10625	48403
180	10667	48270
181	10712	48146
182	10760	48039
183	10815	47964
184	10863	47859
185	10922	47801
186	10983	47752
187	11045	47706
188	11096	47616
189	11146	47518
190	11200	47440
191	11255	47366
192	11304	47269
193	11355	47178
194	11409	47100
195	11457	46997
196	11510	46916
197	11555	46806
198	11610	46735
199	11663	46654
200	11707	46537
201	11756	46443
202	11820	46410
203	11898	46426
204	11965	46402
205	12029	46366
206	12093	46329
207	12156	46286
208	12205	46192
209	12242	46054
210	12287	45946
211	12321	45797
212	12357	45659
213	12420	45619
214	12455	45476
215	12519	45440
216	12590	45430
217	12641	45346
218	12712	45334
219	12783	45323
220	12851	45299
221	12951	45389
222	13017	45356
223	13079	45312
224	13134	45241
225	13195	45192
226	13252	45127
227	13321	45107
228	13390	45081
229	13460	45061
230	13527	45033
231	13579	44951
232	13637	44891
233	13702	44856
234	13759	44791
235	13817	44729
236	13893	44728
237	13964	44710
238	14044	44719
239	14125	44730
240	14184	44672
241	14255	44651
242	14306	44569
243	14357	44484
244	14402	44384
245	14477	44373
246	14586	44467
247	14660	44453
248	14718	44392
249	14760	44282
250	14807	44185
251	14863	44118
252	14924	44066
253	14979	43994
254	15033	43921
255	15080	43828
256	15120	43714
257	15168	43623
258	15213	43527
259	15254	43415
260	15302	43328
261	15349	43236
262	15403	43165
263	15493	43195
264	15537	43095
265	15578	42987
266	15619	42881
267	15681	42831
268	15720	42719
269	15768	42632
270	15816	42545
271	15864	42461
272	15916	42386
273	15962	42293
274	16003	42190
275	16042	42082
276	16091	42001
277	16167	41989
278	16228	41938
279	16351	42045
280	16413	41998
281	16472	41940
282	16517	41848
283	16559	41748
284	16614	41681
285	16672	41623
286	16723	41546
287	16769	41458
288	16830	41406
289	16873	41311
290	16923	41231
291	16971	41150
292	17021	41072
293	17077	41008
294	17138	40958
295	17190	40884
296	17245	40820
297	17296	40746
298	17344	40664
299	17400	40602
300	17443	40507
301	17501	40451
302	17555	40382
303	17606	40310
304	17658	40238
305	17714	40176
306	17765	40101
307	17815	40028
308	17859	39938
309	17914	39874
310	17981	39836
311	18033	39765
312	18089	39703
313	18150	39654
314	18203	39585
315	18259	39524
316	18308	39447
317	18356	39368
318	18410	39301
319	18476	39261
320	18522	39180
321	18573	39108
322	18628	39044
323	18684	38984
324	18742	38927
325	18792	38853
326	18839	38774
327	18898	38717
328	18949	38648
329	19004	38585
330	19054	38511
331	19112	38455
332	19160	38377
333	19206	38298
334	19259	38231
335	19325	38191
336	19378	38123
337	19434	38063
338	19489	38002
339	19541	37933
340	19597	37872
341	19655	37816
342	19701	37736
343	19761	37684
344	19819	37627
345	19882	37580
346	19934	37513
347	19991	37455
348	20036	37374
349	20079	37290
350	20119	37201
351	20176	37142
352	20219	37060
353	20272	36995
354	20317	36915
355	20358	36827
356	20411	36763
357	20466	36702
358	20510	36622
359	20558	36548
360	20607	36476
361	20656	36406
362	20704	36333
363	20748	36252
364	20795	36178
365	20839	36098
366	20894	36038
367	20946	35973
368	20994	35900
369	21045	35833
370	21098	35771
371	21154	35712
372	21201	35639
373	21254	35575
374	21302	35504
375	21359	35448
376	21422	35401
377	21475	35338
378	21525	35269
379	21583	35214
380	21626	35136
381	21686	35084
382	21732	35010
383	21779	34938
384	21839	34886
385	21898	34833
386	21955	34776
387	22016	34726
388	22080	34682
389	22129	34612
390	22176	34541
391	22226	34473
392	22270	34398
393	22318	34328
394	22368	34260
395	22434	34218
396	22482	34148
397	22531	34080
398	22592	34029
399	22646	33969
400	22707	33919
401	22748	33840
402	22807	33786
403	22873	33744
404	22928	33685
405	22983	33625
406	23040	33570
407	23091	33505
408	23145	33445
409	23195	33378
410	23288	33374
411	23352	33327
412	23398	33256
413	23445	33186
414	23493	33117
415	23541	33048
416	23643	33055
417	23791	33125
418	23857	33081
419	23913	33023
420	23968	32963
421	24033	32918
422	24085	32854
423	24131	32782
424	24189	32727
425	24249	32674
426	24307	32618
427	24356	32550
428	24416	32498
429	24473	32442
430	24530	32385
431	24574	32310
432	24627	32248
433	24674	32179
434	24726	32116
435	24792	32071
436	24840	32002
437	24903	31953
438	24948	31882
439	24999	31817
440	25045	31747
441	25098	31686
442	25152	31624
443	25209	31568
444	25258	31502
445	25305	31433
446	25347	31358
447	25393	31287
448	25443	31223
449	25494	31159
450	25532	31080
451	25580	31013
452	25629	30947
453	25678	30882
454	25726	30815
455	25771	30744
456	25810	30667
457	25855	30597
458	25901	30529
459	25958	30472
460	26006	30406
461	26051	30336
462	26119	30293
463	26172	30233
464	26227	30175
465	26284	30120
466	26328	30049
467	26404	30015
468	26491	29993
469	26576	29969
470	26650	29932
471	26701	29869
472	26757	29811
473	26832	29775
474	26881	29711
475	26944	29661
476	26994	29597
477	27035	29524
478	27098	29474
479	27144	29407
480	27201	29350
481	27259	29295
482	27316	29239
483	27382	29192
484	27432	29129
485	27476	29059
486	27549	29019
487	27602	28960
488	27657	28901
489	27703	28833
490	27763	28781
491	27820	28724
492	27858	28649
493	27938	28617
494	27977	28542
495	28012	28463
496	28053	28392
497	28095	28320
498	28127	28240
499	28161	28161
500	28199	28086
501	28230	28005
502	28262	27925
503	28292	27843
504	28321	27760
505	28347	27675
506	28378	27595
507	28408	27513
508	28439	27433
509	28471	27354
510	28499	27272
511	28526	27189
512	28552	27105
513	28592	27035
514	28621	26953
515	28648	26872
516	28677	26791
517	28704	26709
518	28733	26629
519	28759	26547
520	28785	26464
521	28809	26381
522	28836	26300
523	28868	26223
524	28903	26150
525	28931	26071
526	28958	25991
527	28984	25910
528	29011	25830
529	29039	25752
530	29066	25673
531	29099	25598
532	29128	25521
533	29161	25447
534	29191	25371
535	29221	25296
536	29256	25225
537	29287	25150
538	29411	25155
539	29454	25090
540	29512	25039
541	29542	24963
542	29573	24889
543	29601	24813
544	29629	24736
545	29654	24657
546	29682	24581
547	29712	24507
548	29738	24430
549	29766	24354
550	29796	24280
551	29826	24207
552	29852	24130
553	29878	24054
554	29910	23981
555	29941	23909
556	29973	23838
557	30000	23764
558	30027	23688
559	30051	23612
560	30080	23539
561	30112	23468
562	30142	23396
563	30172	23325
564	30203	23254
565	30233	23182
566	30260	23109
567	30286	23035
568	30320	22967
569	30345	22891
570	30370	22817
571	30397	22745
572	30435	22680
573	30463	22608
574	30493	22538
575	30522	22468
576	30551	22397
577	30574	22322
578	30603	22252
579	30630	22180
580	30658	22110
581	30686	22039
582	30707	21964
583	30739	21896
584	30768	21827
585	30793	21755
586	30819	21684
587	30851	21616
588	30874	21544
589	30899	21472
590	30929	21404
591	30954	21333
592	30986	21267
593	31017	21200
594	31053	21137
595	31089	21074
596	31116	21005
597	31146	20938
598	31173	20869
599	31202	20801
600	31232	20734
601	31267	20671
602	31297	20605
603	31326	20538
604	31357	20472
605	31390	20408
606	31419	20342
607	31448	20276
608	31486	20215
609	31532	20160
610	31571	20100
611	31609	20039
612	31645	19978
613	31676	19914
614	31709	19850
615	31747	19790
616	31787	19732
617	31821	19669
618	31861	19611
619	31896	19549
620	31932	19488
621	31964	19425
622	31997	19362
623	32029	19299
624	32065	19239
625	32100	19178
626	32138	19119
627	32172	19057
628	32205	18995
629	32241	18935
630	32275	18874
631	32306	18811
632	32339	18749
633	32373	18689
634	32411	18630
635	32443	18568
636	32472	18504
637	32508	18445
638	32545	18386
639	32584	18328
640	32617	18267
641	32657	18210
642	32697	18154
643	32725	18090
644	32755	18028
645	32792	17970
646	32830	17911
647	32861	17850
648	32896	17791
649	32930	17731
650	32966	17673
651	33001	17614
652	33029	17551
653	33065	17493
654	33109	17439
655	33138	17377
656	33166	17315
657	33190	17250
658	33218	17188
659	33245	17126
660	33274	17065
661	33298	17001
662	33326	16939
663	33351	16876
664	33376	16813
665	33403	16751
666	33426	16688
667	33454	16627
668	33480	16564
669	33516	16508
670	33539	16444
671	33562	16381
672	33586	16319
673	33610	16256
674	33636	16195
675	33659	16132
676	33685	16071
677	33711	16010
678	33740	15950
679	33764	15889
680	33786	15826
681	33810	15765
682	33836	15704
683	33860	15643
684	33883	15581
685	33908	15520
686	33933	15460
687	33955	15398
688	33981	15338
689	34005	15277
690	34028	15216
691	34050	15155
692	34076	15095
693	34099	15035
694	34123	14975
695	34154	14917
696	34185	14860
697	34211	14802
698	34236	14742
699	34264	14684
700	34289	14625
701	34320	14569
702	34360	14516
703	34398	14462
704	34427	14405
705	34462	14351
706	34493	14295
707	34532	14242
708	34564	14186
709	34600	14132
710	34633	14077
711	34672	14024
712	34707	13970
713	34736	13914
714	34759	13855
715	34784	13797
716	34810	13739
717	34840	13683
718	34867	13626
719	34887	13567
720	34916	13511
721	34945	13455
722	34972	13398
723	34998	13341
724	35028	13286
725	35057	13231
726	35088	13176
727	35111	13118
728	35137	13062
729	35166	13006
730	35193	12950
731	35219	12894
732	35244	12838
733	35280	12785
734	35305	12729
735	35329	12672
736	35357	12617
737	35383	12561
738	35409	12505
739	35436	12450
740	35464	12395
741	35491	12340
742	35518	12285
743	35541	12229
744	35563	12172
745	35587	12116
746	35611	12061
747	35635	12005
748	35661	11950
749	35688	11896
750	35710	11840
751	35732	11784
752	35754	11728
753	35773	11671
754	35794	11615
755	35815	11559
756	35835	11503
757	35856	11447
758	35893	11396
759	35926	11345
760	35959	11293
761	35987	11240
762	36012	11185
763	36043	11133
764	36079	11083
765	36112	11031
766	36146	10980
767	36176	10928
768	36213	10878
769	36248	10827
770	36279	10775
771	36310	10723
772	36338	10671
773	36371	10620
774	36407	10569
775	36436	10517
776	36463	10465
777	36496	10414
778	36535	10364
779	36572	10315
780	36612	10266
781	36654	10218
782	36685	10167
783	36718	10116
784	36752	10066
785	36784	10015
786	36866	9977
787	36895	9926
788	36929	9875
789	36964	9825
790	36998	9775
791	37032	9725
792	37067	9675
793	37099	9625
794	37131	9574
795	37162	9524
796	37196	9474
797	37233	9424
798	37267	9375
799	37307	9326
800	37338	9276
801	37381	9228
802	37431	9183
803	37463	9133
804	37499	9083
805	37531	9033
806	37564	8983
807	37598	8934
808	37629	8884
809	37664	8834
810	37708	8787
811	37742	8738
812	37776	8688
813	37818	8641
814	37856	8593
815	37890	8544
816	37924	8494
817	37958	8445
818	37993	8396
819	38028	8347
820	38055	8297
821	38084	8247
822	38113	8196
823	38147	8148
824	38182	8099
825	38218	8050
826	38255	8002
827	38303	7956
828	38337	7907
829	38370	7858
830	38406	7810
831	38440	7761
832	38470	7712
833	38500	7663
834	38529	7613
835	38557	7563
836	38590	7515
837	38618	7465
838	38652	7417
839	38687	7369
840	38730	7322
841	38768	7274
842	38807	7227
843	38841	7179
844	38869	7129
845	38902	7081
846	38934	7033
847	38965	6984
848	38998	6936
849	39032	6888
850	39065	6839
851	39099	6791
852	39130	6743
853	39160	6694
854	39189	6646
855	39217	6597
856	39253	6549
857	39282	6501
858	39310	6452
859	39339	6404
860	39367	6355
861	39395	6306
862	39425	6258
863	39535	6223
864	39591	6179
865	39644	6134
866	39681	6087
867	39715	6039
868	39745	5991
869	39772	5942
870	39801	5894
871	39828	5846
872	39859	5798
873	39892	5751
874	39924	5703
875	39951	5655
876	39977	5606
877	40007	5559
878	40043	5512
879	40075	5464
880	40110	5417
881	40151	5371
882	40189	5325
883	40233	5279
884	40263	5232
885	40291	5184
886	40320	5136
887	40350	5089
888	40372	5040
889	40400	4993
890	40435	4946
891	40468	4899
892	40499	4852
893	40533	4805
894	40564	4759
895	40599	4712
896	40630	4665
897	40664	4618
898	40702	4572
899	40737	4526
900	40773	4480
901	40806	4433
902	40838	4386
903	40869	4340
904	40901	4293
905	40932	4246
906	40965	4200
907	41011	4155
908	41050	4109
909	41081	4063
910	41113	4016
911	41148	3970
912	41182	3924
913	41214	3877
914	41245	3831
915	41274	3785
916	41306	3738
917	41336	3692
918	41364	3645
919	41395	3599
920	41429	3553
921	41460	3507
922	41494	3461
923	41525	3415
924	41549	3368
925	41578	3322
926	41607	3276
927	41640	3230
928	41664	3184
929	41692	3138
930	41720	3092
931	41743	3045
932	41772	2999
933	41804	2954
934	41830	2907
935	41859	2862
936	41886	2816
937	41910	2770
938	41938	2724
939	41965	2678
940	41989	2632
941	42025	2587
942	42054	2542
943	42080	2496
944	42103	2450
945	42128	2404
946	42154	2359
947	42179	2313
948	42204	2268
949	42229	2222
950	42252	2177
951	42287	2132
952	42318	2087
953	42345	2041
954	42368	1996
955	42394	1951
956	42417	1905
957	42444	1860
958	42468	1815
959	42494	1770
960	42519	1725
961	42551	1680
962	42580	1636
963	42608	1591
964	42633	1546
965	42663	1501
966	42692	1456
967	42718	1412
968	42747	1367
969	42777	1323
970	42807	1278
971	42833	1233
972	42863	1189
973	42891	1144
974	42920	1100
975	42945	1056
976	42979	1011
977	43018	967
978	43048	923
979	43076	879
980	43107	834
981	43138	790
982	43175	746
983	43200	702
984	43229	658
985	43257	614
986	43287	570
987	43317	526
988	43345	482
989	43375	438
990	43411	394
991	43440	350
992	43472	306
993	43499	262
994	43524	218
995	43551	174
996	43580	131
997	43609	87
998	43640	43
999	43669	0
