iter	RMSE
213	8078.110749
214	8071.84228
215	8060.922986
216	8045.491786
217	8033.375959
218	8026.688902
219	8021.020452
220	8009.805835
221	8002.730944
222	7994.060414
223	7986.743512
224	7972.479439
225	7957.894319
226	7950.748103
227	7941.920081
228	7932.087041
229	7924.539625
230	7918.672391
231	7907.415154
232	7903.353645
233	7894.35444
234	7884.214382
235	7876.935404
236	7870.64707
237	7863.878799
238	7853.482988
239	7845.129716
240	7838.795751
241	7829.199446
242	7819.209469
243	7805.682003
244	7799.539012
245	7792.756776
246	7784.392251
247	7775.655096
248	7768.699393
249	7759.211763
250	7746.434471
251	7740.229583
252	7729.707726
253	7722.281876
254	7708.818158
255	7703.792405
256	7699.611498
257	7693.936789
258	7688.25303
259	7684.70013
260	7673.363376
261	7665.792143
262	7660.584834
263	7650.752546
264	7645.300451
265	7640.940855
266	7626.06172
267	7616.291795
268	7612.002068
269	7605.745693
270	7599.153165
271	7591.495744
272	7581.887735
273	7575.686069
274	7568.58237
275	7559.698235
276	7555.568329
277	7551.284516
278	7547.292871
279	7541.860876
280	7536.748954
281	7531.569632
282	7524.25446
283	7503.840151
284	7498.700336
285	7491.627105
286	7487.502474
287	7483.121891
288	7477.16525
289	7470.399722
290	7462.34565
291	7455.697492
292	7452.293809
293	7445.809626
294	7440.609804
295	7432.720575
296	7429.018471
297	7420.075867
298	7415.659884
299	7410.025312
300	7404.910633
301	7397.168338
302	7393.251315
303	7383.884543
304	7379.56456
305	7374.775301
306	7370.520959
307	7364.375029
308	7358.146512
309	7353.084843
310	7348.436441
311	7342.862719
312	7339.615333
313	7335.708311
314	7328.234433
315	7316.168022
316	7309.976805
317	7305.934736
318	7300.171993
319	7294.966805
320	7289.341921
321	7287.558022
322	7280.861203
323	7276.190254
324	7266.796675
325	7260.858838
326	7257.864186
327	7251.959786
328	7246.791004
329	7243.663158
330	7239.615227
331	7234.976727
332	7228.592394
333	7222.509369
334	7217.3049
335	7211.018587
336	7205.550757
337	7202.51986
338	7198.185217
339	7194.587589
340	7189.551819
341	7184.103318
342	7179.715318
343	7173.880888
344	7165.982721
345	7162.089404
346	7159.138892
347	7154.058356
348	7149.106611
349	7141.149864
350	7137.456842
351	7132.504831
352	7128.415768
353	7118.188447
354	7114.103565
355	7111.484382
356	7108.109112
357	7104.506495
358	7100.569554
359	7096.963518
360	7091.779812
361	7086.165143
362	7079.004236
363	7073.16189
364	7069.163811
365	7065.11125
366	7062.530532
367	7054.609543
368	7049.18924
369	7046.383404
370	7042.116483
371	7038.903162
372	7034.560941
373	7032.637667
374	7025.990129
375	7005.561886
376	7000.955891
377	6995.900733
378	6993.704501
379	6989.607845
380	6979.911211
381	6975.093726
382	6971.712533
383	6962.22593
384	6951.925488
385	6946.699365
386	6940.845949
387	6934.445247
388	6931.719669
389	6927.712012
390	6924.837065
391	6920.83475
392	6915.992061
393	6906.094566
394	6901.634374
395	6898.240871
396	6891.610532
397	6884.092735
398	6880.210432
399	6874.610747
400	6872.927415
401	6870.037222
402	6866.103829
403	6863.806389
404	6861.256078
405	6855.995865
406	6852.143513
407	6846.913593
408	6842.469923
409	6838.720851
410	6836.267813
411	6831.311074
412	6828.518239
413	6823.144712
414	6818.704185
415	6814.729533
416	6810.11769
417	6805.864605
418	6801.307674
419	6797.156603
420	6793.695505
421	6785.876453
422	6782.944445
423	6773.913218
424	6770.87861
425	6768.288269
426	6764.727324
427	6762.421075
428	6756.980549
429	6751.863491
430	6747.679058
431	6739.974539
432	6735.66093
433	6729.178857
434	6725.005034
435	6723.338143
436	6719.026567
437	6717.362321
438	6713.248976
439	6708.444042
440	6695.486529
441	6690.969876
442	6688.49007
443	6685.931904
444	6682.75086
445	6680.274034
446	6674.118995
447	6669.251553
448	6660.579307
449	6657.225484
450	6654.487947
451	6651.523669
452	6646.00181
453	6643.02358
454	6639.462439
455	6636.938208
456	6635.322201
457	6631.88198
458	6628.088379
459	6624.664384
460	6622.613185
461	6618.702778
462	6616.954713
463	6611.524111
464	6608.627213
465	6605.52866
466	6602.585768
467	6597.011936
468	6594.01599
469	6589.197986
470	6584.544539
471	6580.164928
472	6578.008809
473	6575.227108
474	6570.838599
475	6563.664348
476	6558.557341
477	6555.1864
478	6551.64006
479	6549.984103
480	6546.1428
481	6544.047929
482	6541.084789
483	6537.310663
484	6535.005077
485	6531.765228
486	6528.321223
487	6524.631882
488	6517.121808
489	6514.202308
490	6510.353674
491	6506.731905
492	6502.638192
493	6492.815193
494	6490.457037
495	6488.060534
496	6484.723641
497	6481.687641
498	6479.280933
499	6476.112154
500	6473.696354
501	6469.660903
502	6466.714318
503	6461.352441
504	6459.371406
505	6456.281909
506	6453.241258
507	6450.796421
508	6447.834016
509	6444.379693
510	6440.960675
511	6437.624794
512	6435.444116
513	6433.575212
514	6427.762976
515	6425.729696
516	6421.921174
517	6416.94285
518	6414.327917
519	6412.708208
520	6410.270896
521	6407.364639
522	6405.262654
523	6401.649238
524	6398.930991
525	6397.222291
526	6393.997461
527	6391.97503
528	6388.608953
529	6385.863512
530	6383.768664
531	6381.682856
532	6378.799046
533	6375.209862
534	6373.50444
535	6366.761051
536	6364.981975
537	6363.17623
538	6358.465972
539	6355.678587
540	6352.262951
541	6350.33039
542	6346.984849
543	6344.691799
544	6340.524886
545	6338.693458
546	6335.984882
547	6333.638694
548	6330.005461
549	6327.913722
550	6324.601662
551	6321.670847
552	6320.263672
553	6318.27493
554	6315.050723
555	6313.051539
556	6304.765813
557	6303.683166
558	6299.673384
559	6296.64092
560	6293.342957
561	6290.187657
562	6288.396237
563	6273.307169
564	6270.090192
565	6266.979279
566	6264.007968
567	6262.270656
568	6260.662962
569	6257.822164
570	6255.363947
571	6253.406083
572	6249.633577
573	6247.211688
574	6244.795535
575	6242.23459
576	6239.654563
577	6238.502613
578	6233.444365
579	6231.693106
580	6229.053419
581	6223.98937
582	6213.712144
583	6211.296386
584	6208.719715
585	6206.518875
586	6205.202278
587	6202.193988
588	6199.487819
589	6197.462701
590	6195.01445
591	6192.433868
592	6190.127797
593	6186.012629
594	6183.902071
595	6181.682928
596	6180.276341
597	6174.759589
598	6173.146768
599	6170.752247
600	6168.827493
601	6166.527874
602	6164.194341
603	6161.568556
604	6158.068419
605	6155.409392
606	6150.623139
607	6148.80838
608	6147.009678
609	6144.688661
610	6142.500211
611	6141.069851
612	6139.66605
613	6138.106493
614	6136.534857
615	6135.780136
616	6129.263535
617	6126.849984
618	6124.21557
619	6122.75095
620	6118.670178
621	6115.414493
622	6113.935238
623	6112.515789
624	6110.439066
625	6107.945338
626	6102.786519
627	6100.850018
628	6097.440972
629	6094.955546
630	6091.999246
631	6090.407465
632	6088.629829
633	6081.322424
634	6080.292497
635	6078.804426
636	6075.507652
637	6072.539736
638	6069.023324
639	6066.463863
640	6064.387081
641	6061.114099
642	6059.039193
643	6055.901928
644	6052.541188
645	6050.802501
646	6049.65668
647	6046.05368
648	6040.223677
649	6038.093556
650	6035.295721
651	6033.806115
652	6028.983157
653	6023.409865
654	6018.752778
655	6015.912667
656	6013.107096
657	6011.124427
658	6009.386442
659	6006.122262
660	6004.827456
661	6003.16331
662	5998.646263
663	5997.736543
664	5994.537089
665	5991.448413
666	5989.85365
667	5988.093879
668	5985.449089
669	5984.476094
670	5982.52155
671	5981.078172
672	5978.700829
673	5976.217583
674	5974.743325
675	5972.23474
676	5968.728222
677	5957.937379
678	5956.150221
679	5954.741331
680	5952.743447
681	5950.438212
682	5949.151972
683	5945.061221
684	5943.698191
685	5942.05314
686	5940.467734
687	5938.469622
688	5935.819534
689	5934.106877
690	5932.318188
691	5930.236536
692	5928.743447
693	5927.183204
694	5924.793929
695	5923.655367
696	5921.338804
697	5917.885629
698	5916.797769
699	5914.342729
700	5912.730174
701	5910.3663
702	5906.702552
703	5904.019991
704	5899.534027
705	5898.414276
706	5896.852557
707	5895.365022
708	5888.920011
709	5886.809945
710	5884.414758
711	5881.682346
712	5879.145182
713	5877.795376
714	5874.782849
715	5872.581507
716	5870.305924
717	5863.997419
718	5861.19687
719	5859.668067
720	5853.663052
721	5852.336425
722	5851.074607
723	5849.364633
724	5846.335503
725	5844.898672
726	5843.636058
727	5842.155424
728	5834.726593
729	5833.331084
730	5831.376108
731	5828.951251
732	5828.182946
733	5826.71042
734	5824.699431
735	5820.744051
736	5818.548062
737	5816.69695
738	5813.070282
739	5811.040114
740	5809.187592
741	5808.222929
742	5805.884843
743	5799.926761
744	5796.82209
745	5795.047139
746	5793.84499
747	5792.550717
748	5791.049208
749	5789.92027
750	5788.587414
751	5787.421055
752	5785.425066
753	5783.54875
754	5782.567869
755	5775.329707
756	5774.381814
757	5773.043274
758	5772.264116
759	5770.683919
760	5769.62029
761	5768.487115
762	5767.015791
763	5766.361722
764	5765.096023
765	5763.163245
766	5758.062717
767	5755.851978
768	5754.36919
769	5753.433599
770	5748.722665
771	5741.378316
772	5739.540133
773	5737.736888
774	5735.72275
775	5734.150528
776	5731.604901
777	5728.659119
778	5727.815547
779	5726.691888
780	5725.520276
781	5724.283169
782	5722.391768
783	5721.073944
784	5719.083327
785	5715.74433
786	5714.889354
787	5712.348446
788	5710.905959
789	5709.108072
790	5706.65678
791	5703.296725
792	5702.469997
793	5701.002464
794	5700.111738
795	5697.567067
796	5696.713225
797	5695.034818
798	5693.598284
799	5692.477539
800	5690.44515
801	5687.008652
802	5685.944915
803	5684.327923
804	5683.284942
805	5681.394229
806	5680.317577
807	5679.267967
808	5676.413137
809	5675.600115
810	5670.671277
811	5669.910977
812	5668.001501
813	5667.047983
814	5665.555495
815	5662.771649
816	5660.904309
817	5660.124554
818	5659.349945
819	5657.925159
820	5657.015832
821	5656.24182
822	5655.492364
823	5654.104839
824	5647.614444
825	5646.54481
826	5643.732313
827	5642.887259
828	5640.512837
829	5639.274665
830	5637.539609
831	5635.360543
832	5633.11145
833	5628.761246
834	5627.130337
835	5626.170011
836	5613.73758
837	5612.507947
838	5610.923078
839	5610.066579
840	5609.045006
841	5602.062789
842	5601.330306
843	5597.596617
844	5595.369779
845	5593.856326
846	5593.202833
847	5591.697995
848	5590.346616
849	5587.009453
850	5585.976694
851	5584.475363
852	5583.216413
853	5582.539069
854	5579.70751
855	5578.861109
856	5576.507801
857	5575.661327
858	5575.001422
859	5573.082278
860	5571.919107
861	5570.205026
862	5567.855768
863	5563.651024
864	5561.992005
865	5560.870881
866	5557.12596
867	5552.971381
868	5550.468575
869	5544.060061
870	5542.27616
871	5541.263673
872	5539.172719
873	5538.457107
874	5537.418489
875	5535.865778
876	5535.322939
877	5533.240699
878	5529.319203
879	5528.076312
880	5526.673071
881	5524.831861
882	5521.983543
883	5521.086689
884	5518.294773
885	5517.324362
886	5515.422199
887	5514.736868
888	5513.430838
889	5510.844679
890	5509.500346
891	5507.631697
892	5505.823082
893	5505.145117
894	5499.946658
895	5498.782605
896	5498.007674
897	5496.751108
898	5495.358191
899	5494.630715
900	5493.642343
901	5492.197928
902	5489.213384
903	5488.348655
904	5486.618955
905	5485.206471
906	5484.190432
907	5481.492447
908	5480.465021
909	5479.124115
910	5477.299175
911	5476.368579
912	5473.784483
913	5472.258556
914	5470.912653
915	5470.220411
916	5469.086812
917	5467.260167
918	5465.412915
919	5463.570882
920	5462.907861
921	5460.943766
922	5458.653773
923	5455.888948
924	5455.301749
925	5454.037184
926	5452.778045
927	5451.554575
928	5450.740774
929	5449.330007
930	5448.507624
931	5446.427412
932	5445.538281
933	5444.812273
934	5444.332509
935	5443.134446
936	5442.434029
937	5440.903918
938	5439.356871
939	5437.50759
940	5436.815642
941	5436.253222
942	5432.439578
943	5431.35126
944	5430.571105
945	5425.13279
946	5423.289032
947	5421.962158
948	5420.821909
949	5419.715763
950	5418.899036
951	5417.101888
952	5414.907246
953	5413.244327
954	5412.613101
955	5410.539178
956	5409.978492
957	5408.985048
958	5407.532827
959	5406.976847
960	5405.853716
961	5405.23769
962	5404.468635
963	5403.195837
964	5401.805047
965	5400.935918
966	5399.842077
967	5399.090752
968	5397.841913
969	5396.822032
970	5393.681988
971	5391.315651
972	5389.925801
973	5388.553871
974	5387.31975
975	5386.848321
976	5385.839496
977	5384.689488
978	5383.791686
979	5383.249509
980	5381.705203
981	5378.456089
982	5376.644559
983	5373.863769
984	5370.560809
985	5368.99034
986	5368.251143
987	5366.700956
988	5365.676325
989	5360.184334
990	5358.270985
991	5357.289888
992	5355.693013
993	5354.88713
994	5353.568821
995	5353.021229
996	5351.830307
997	5350.552529
998	5345.554358
999	5344.740143
