iter	Passed	Remaining
244	5102	15724
245	5133	15733
246	5155	15718
247	5180	15707
248	5201	15688
249	5223	15671
250	5249	15663
251	5271	15646
252	5296	15637
253	5318	15621
254	5349	15628
255	5371	15610
256	5392	15590
257	5415	15574
258	5437	15556
259	5461	15544
260	5487	15538
261	5509	15518
262	5536	15514
263	5557	15494
264	5578	15473
265	5602	15459
266	5625	15442
267	5647	15425
268	5667	15400
269	5689	15383
270	5708	15355
271	5725	15324
272	5748	15309
273	5773	15296
274	5791	15269
275	5813	15249
276	5833	15225
277	5850	15195
278	5871	15174
279	5897	15165
280	5917	15141
281	5936	15113
282	5971	15130
283	5991	15104
284	6009	15076
285	6030	15055
286	6047	15024
287	6069	15005
288	6090	14983
289	6108	14955
290	6128	14932
291	6146	14903
292	6167	14881
293	6186	14857
294	6205	14830
295	6224	14805
296	6246	14784
297	6265	14759
298	6283	14730
299	6303	14708
300	6321	14681
301	6340	14654
302	6359	14628
303	6379	14606
304	6407	14600
305	6426	14575
306	6447	14554
307	6467	14531
308	6487	14508
309	6507	14485
310	6527	14461
311	6547	14437
312	6568	14417
313	6590	14397
314	6612	14380
315	6632	14355
316	6650	14329
317	6669	14304
318	6687	14277
319	6709	14258
320	6733	14244
321	6757	14227
322	6777	14205
323	6797	14181
324	6815	14155
325	6833	14128
326	6853	14106
327	6875	14086
328	6898	14070
329	6930	14070
330	6950	14047
331	6968	14021
332	6992	14005
333	7014	13987
334	7033	13961
335	7052	13936
336	7074	13918
337	7093	13893
338	7111	13867
339	7132	13844
340	7155	13829
341	7177	13809
342	7196	13783
343	7217	13763
344	7238	13742
345	7260	13723
346	7296	13731
347	7316	13707
348	7336	13684
349	7357	13663
350	7379	13645
351	7401	13624
352	7432	13621
353	7451	13597
354	7470	13573
355	7491	13551
356	7512	13530
357	7537	13516
358	7559	13497
359	7580	13476
360	7619	13487
361	7641	13468
362	7666	13453
363	7689	13435
364	7713	13419
365	7734	13398
366	7752	13371
367	7772	13348
368	7793	13326
369	7814	13305
370	7832	13280
371	7857	13264
372	7887	13257
373	7903	13229
374	7922	13203
375	7944	13184
376	7973	13177
377	7994	13154
378	8011	13127
379	8037	13113
380	8056	13089
381	8074	13062
382	8092	13035
383	8112	13013
384	8129	12986
385	8149	12962
386	8165	12934
387	8184	12909
388	8201	12881
389	8216	12851
390	8236	12829
391	8261	12814
392	8284	12795
393	8303	12771
394	8323	12747
395	8341	12723
396	8362	12701
397	8381	12677
398	8399	12651
399	8417	12626
400	8433	12597
401	8450	12570
402	8467	12544
403	8485	12518
404	8502	12491
405	8520	12466
406	8535	12436
407	8552	12409
408	8568	12381
409	8585	12354
410	8602	12328
411	8620	12303
412	8638	12278
413	8654	12250
414	8674	12227
415	8694	12206
416	8716	12186
417	8735	12162
418	8753	12137
419	8772	12113
420	8792	12091
421	8811	12069
422	8832	12047
423	8853	12027
424	8873	12005
425	8892	11982
426	8912	11960
427	8934	11940
428	8957	11922
429	8975	11898
430	8995	11876
431	9014	11852
432	9037	11834
433	9056	11810
434	9074	11785
435	9093	11762
436	9113	11741
437	9137	11723
438	9159	11705
439	9177	11680
440	9196	11657
441	9216	11634
442	9233	11609
443	9253	11588
444	9271	11563
445	9290	11540
446	9309	11517
447	9327	11493
448	9345	11469
449	9362	11442
450	9380	11418
451	9399	11395
452	9420	11375
453	9440	11353
454	9459	11330
455	9479	11308
456	9498	11285
457	9516	11261
458	9534	11238
459	9553	11214
460	9573	11193
461	9592	11170
462	9611	11147
463	9632	11127
464	9653	11106
465	9675	11087
466	9695	11065
467	9714	11043
468	9739	11026
469	9759	11005
470	9782	10986
471	9805	10968
472	9826	10948
473	9848	10928
474	9866	10904
475	9890	10888
476	9910	10866
477	9930	10845
478	9952	10825
479	9972	10804
480	9993	10783
481	10014	10761
482	10032	10738
483	10055	10720
484	10079	10702
485	10100	10682
486	10120	10660
487	10141	10640
488	10164	10621
489	10186	10602
490	10207	10581
491	10232	10565
492	10252	10543
493	10271	10521
494	10292	10500
495	10310	10477
496	10329	10454
497	10346	10429
498	10367	10409
499	10385	10385
500	10403	10361
501	10420	10337
502	10438	10314
503	10457	10291
504	10474	10266
505	10493	10244
506	10511	10220
507	10526	10195
508	10541	10168
509	10557	10143
510	10575	10120
511	10593	10097
512	10612	10074
513	10628	10049
514	10646	10026
515	10663	10002
516	10680	9977
517	10697	9953
518	10715	9930
519	10735	9909
520	10753	9886
521	10770	9862
522	10788	9839
523	10805	9815
524	10822	9791
525	10838	9767
526	10856	9744
527	10874	9721
528	10892	9698
529	10909	9674
530	10928	9652
531	10945	9628
532	10962	9604
533	10978	9580
534	10994	9555
535	11010	9531
536	11027	9507
537	11043	9483
538	11060	9459
539	11077	9436
540	11094	9412
541	11112	9390
542	11130	9367
543	11146	9343
544	11163	9319
545	11182	9298
546	11202	9276
547	11219	9254
548	11237	9231
549	11253	9207
550	11271	9184
551	11289	9162
552	11306	9139
553	11323	9115
554	11340	9093
555	11358	9070
556	11377	9048
557	11397	9027
558	11415	9005
559	11432	8982
560	11450	8960
561	11467	8937
562	11484	8913
563	11500	8890
564	11517	8867
565	11536	8845
566	11554	8823
567	11571	8800
568	11586	8776
569	11603	8753
570	11619	8730
571	11636	8706
572	11653	8684
573	11670	8661
574	11690	8640
575	11706	8616
576	11722	8593
577	11739	8571
578	11755	8547
579	11769	8523
580	11784	8498
581	11799	8474
582	11815	8451
583	11832	8428
584	11848	8405
585	11863	8381
586	11879	8358
587	11895	8334
588	11910	8310
589	11924	8286
590	11941	8263
591	11955	8239
592	11972	8217
593	11987	8193
594	12003	8170
595	12019	8147
596	12035	8124
597	12052	8102
598	12069	8079
599	12084	8056
600	12099	8032
601	12117	8011
602	12135	7989
603	12150	7966
604	12166	7943
605	12182	7920
606	12198	7897
607	12213	7874
608	12229	7852
609	12244	7828
610	12260	7805
611	12277	7783
612	12292	7760
613	12309	7738
614	12324	7715
615	12339	7692
616	12355	7669
617	12371	7647
618	12388	7625
619	12405	7603
620	12422	7581
621	12437	7558
622	12453	7535
623	12469	7513
624	12483	7490
625	12497	7466
626	12512	7443
627	12526	7420
628	12540	7396
629	12555	7373
630	12569	7350
631	12583	7327
632	12598	7304
633	12612	7280
634	12626	7257
635	12641	7234
636	12654	7211
637	12668	7187
638	12681	7164
639	12696	7141
640	12709	7118
641	12723	7095
642	12736	7071
643	12750	7048
644	12765	7025
645	12779	7002
646	12792	6979
647	12807	6957
648	12822	6934
649	12837	6912
650	12852	6890
651	12867	6867
652	12882	6845
653	12897	6823
654	12914	6802
655	12935	6783
656	12950	6760
657	12965	6738
658	12978	6715
659	12991	6692
660	13005	6669
661	13020	6648
662	13034	6625
663	13048	6603
664	13064	6581
665	13079	6559
666	13094	6537
667	13107	6514
668	13122	6492
669	13135	6469
670	13149	6447
671	13164	6425
672	13179	6403
673	13194	6381
674	13209	6359
675	13224	6338
676	13239	6316
677	13253	6294
678	13269	6273
679	13286	6252
680	13299	6229
681	13314	6208
682	13331	6187
683	13346	6165
684	13362	6144
685	13377	6123
686	13390	6100
687	13405	6079
688	13420	6057
689	13436	6036
690	13450	6014
691	13464	5992
692	13481	5972
693	13497	5951
694	13514	5930
695	13531	5910
696	13548	5889
697	13564	5868
698	13579	5847
699	13597	5827
700	13614	5806
701	13628	5785
702	13645	5764
703	13662	5744
704	13677	5723
705	13694	5702
706	13710	5681
707	13727	5661
708	13743	5641
709	13761	5620
710	13778	5600
711	13793	5579
712	13809	5558
713	13826	5538
714	13841	5517
715	13857	5496
716	13874	5476
717	13892	5456
718	13908	5435
719	13925	5415
720	13941	5395
721	13957	5374
722	13975	5354
723	13992	5334
724	14010	5314
725	14028	5294
726	14045	5274
727	14060	5253
728	14076	5232
729	14093	5212
730	14110	5192
731	14126	5171
732	14142	5151
733	14159	5131
734	14176	5111
735	14194	5091
736	14211	5071
737	14227	5050
738	14244	5030
739	14260	5010
740	14277	4990
741	14294	4970
742	14314	4951
743	14330	4930
744	14347	4910
745	14364	4890
746	14380	4870
747	14395	4849
748	14412	4829
749	14430	4810
750	14446	4789
751	14461	4769
752	14478	4749
753	14495	4729
754	14512	4709
755	14528	4689
756	14544	4668
757	14561	4648
758	14577	4628
759	14593	4608
760	14607	4587
761	14623	4567
762	14638	4547
763	14653	4526
764	14669	4506
765	14687	4486
766	14704	4466
767	14721	4447
768	14737	4427
769	14751	4406
770	14768	4386
771	14784	4366
772	14802	4346
773	14819	4327
774	14835	4307
775	14850	4286
776	14863	4265
777	14879	4245
778	14896	4226
779	14913	4206
780	14928	4186
781	14944	4166
782	14960	4146
783	14978	4126
784	14994	4106
785	15010	4086
786	15027	4067
787	15045	4047
788	15060	4027
789	15076	4007
790	15095	3988
791	15112	3969
792	15130	3949
793	15147	3929
794	15164	3910
795	15181	3890
796	15197	3870
797	15212	3850
798	15229	3831
799	15245	3811
800	15260	3791
801	15278	3772
802	15294	3752
803	15311	3732
804	15330	3713
805	15346	3693
806	15363	3674
