iter	RMSE
136	18071.39211
137	18059.59713
138	18047.46989
139	18035.79535
140	18024.34572
141	18013.1168
142	18001.60826
143	17990.04332
144	17979.13398
145	17968.43523
146	17958.08488
147	17946.97525
148	17936.8721
149	17923.19194
150	17912.34697
151	17901.96599
152	17891.56414
153	17881.50183
154	17871.62862
155	17862.10992
156	17847.95332
157	17838.56551
158	17825.42817
159	17812.501
160	17798.68109
161	17789.44556
162	17776.87619
163	17767.22249
164	17757.35563
165	17744.62349
166	17736.64791
167	17727.88214
168	17719.28654
169	17711.57549
170	17699.17293
171	17690.6726
172	17681.26285
173	17672.64552
174	17663.83435
175	17655.32999
176	17646.76914
177	17635.16562
178	17623.75528
179	17615.78175
180	17607.38981
181	17600.71201
182	17593.96927
183	17583.12503
184	17570.62474
185	17558.36398
186	17546.71127
187	17540.10614
188	17529.40621
189	17521.83114
190	17512.02946
191	17504.67499
192	17491.94548
193	17481.81417
194	17474.20405
195	17464.0905
196	17454.31385
197	17443.57744
198	17431.72917
199	17422.13964
200	17414.87122
201	17407.81796
202	17398.43261
203	17391.33394
204	17379.73158
205	17372.63056
206	17362.68242
207	17352.5809
208	17346.49842
209	17337.51829
210	17330.40879
211	17323.4812
212	17314.14551
213	17305.54293
214	17297.23779
215	17290.6155
216	17281.64516
217	17272.84859
218	17264.13325
219	17257.68132
220	17251.15762
221	17244.61151
222	17235.18816
223	17227.01916
224	17219.00877
225	17213.85577
226	17208.82616
227	17200.36332
228	17195.1535
229	17187.35446
230	17178.8514
231	17173.63342
232	17165.17644
233	17158.92049
234	17151.3899
235	17146.50117
236	17140.56045
237	17132.06044
238	17124.84945
239	17120.08194
240	17111.61105
241	17105.68474
242	17097.31696
243	17092.5675
244	17087.9095
245	17082.33228
246	17075.21648
247	17067.18558
248	17059.9261
249	17051.01143
250	17041.01137
251	17036.64802
252	17027.90458
253	17023.32992
254	17016.07767
255	17009.5593
256	17005.13225
257	17001.03401
258	16993.43765
259	16986.95014
260	16978.95494
261	16972.61981
262	16967.02795
263	16958.84556
264	16952.8959
265	16948.66352
266	16944.14043
267	16937.00642
268	16932.65422
269	16928.59568
270	16921.6017
271	16918.07795
272	16908.70622
273	16904.26272
274	16900.81138
275	16896.69987
276	16892.85628
277	16888.92792
278	16882.05492
279	16874.43602
280	16866.96515
281	16863.27595
282	16858.49929
283	16852.8987
284	16847.5078
285	16838.36474
286	16834.69504
287	16827.22978
288	16823.55173
289	16818.15407
290	16813.62535
291	16808.33637
292	16802.43055
293	16797.24555
294	16794.10304
295	16790.02531
296	16786.73132
297	16781.73977
298	16776.1255
299	16770.7588
300	16766.72058
301	16760.52324
302	16756.56203
303	16751.69262
304	16748.22198
305	16744.77592
306	16736.06271
307	16730.51415
308	16726.02742
309	16721.11379
310	16713.01945
311	16708.15068
312	16704.28473
313	16699.67788
314	16695.79602
315	16690.45401
316	16685.99442
317	16680.17286
318	16677.41374
319	16670.55651
320	16662.64581
321	16657.83357
322	16654.86164
323	16651.59314
324	16648.38858
325	16642.6761
326	16638.37787
327	16633.30132
328	16630.67542
329	16623.08122
330	16617.47873
331	16611.98584
332	16607.57246
333	16602.7021
334	16597.78768
335	16593.53521
336	16586.15903
337	16582.59555
338	16579.26897
339	16575.30154
340	16571.21264
341	16566.5282
342	16563.23189
343	16558.46362
344	16553.24631
345	16548.73761
346	16544.23913
347	16538.47511
348	16534.16402
349	16530.76012
350	16526.88942
351	16522.32459
352	16518.48887
353	16515.55535
354	16510.64054
355	16506.94364
356	16504.21967
357	16499.91192
358	16495.1615
359	16490.15841
360	16487.07662
361	16484.72849
362	16476.44539
363	16473.26963
364	16466.47817
365	16462.09525
366	16457.34867
367	16453.31596
368	16451.01517
369	16442.27395
370	16439.32136
371	16436.37061
372	16432.23234
373	16430.09364
374	16421.51616
375	16414.75374
376	16412.97368
377	16408.15358
378	16405.21883
379	16402.34156
380	16400.70039
381	16396.92568
382	16388.9306
383	16385.38181
384	16382.54053
385	16374.69769
386	16366.40903
387	16362.93306
388	16360.82506
389	16358.18155
390	16351.50677
391	16347.28582
392	16342.58359
393	16340.23303
394	16332.18345
395	16330.37972
396	16328.16373
397	16320.74374
398	16317.59381
399	16314.1403
400	16312.56429
401	16309.13825
402	16301.28564
403	16299.0043
404	16295.50455
405	16289.11408
406	16286.39073
407	16282.04642
408	16278.97743
409	16276.42901
410	16269.32942
411	16266.81622
412	16259.21474
413	16255.73025
414	16252.39
415	16250.03512
416	16244.7342
417	16242.63767
418	16239.21762
419	16237.85378
420	16234.53629
421	16232.35441
422	16226.21812
423	16218.80336
424	16212.80795
425	16208.4086
426	16204.85013
427	16198.55217
428	16195.22557
429	16190.90833
430	16187.1284
431	16184.60959
432	16177.35014
433	16173.71882
434	16168.24849
435	16164.86039
436	16158.90589
437	16155.42661
438	16149.56028
439	16147.09816
440	16145.03525
441	16138.53861
442	16136.12376
443	16130.38992
444	16126.1527
445	16123.03203
446	16119.79526
447	16116.08236
448	16111.92494
449	16109.57173
450	16107.8829
451	16100.95158
452	16094.15527
453	16087.49137
454	16085.04029
455	16083.38213
456	16080.9263
457	16076.8454
458	16073.04228
459	16069.31392
460	16064.33249
461	16062.95006
462	16060.05043
463	16056.96917
464	16055.51294
465	16053.23164
466	16050.9951
467	16049.6703
468	16047.99304
469	16046.37161
470	16039.73455
471	16033.29398
472	16029.9283
473	16024.1119
474	16022.78144
475	16016.57684
476	16015.36114
477	16012.4976
478	16010.37062
479	16008.80341
480	16006.00814
481	16003.9093
482	16001.27093
483	15995.73684
484	15992.25393
485	15989.50695
486	15988.51308
487	15985.132
488	15981.66768
489	15978.25875
490	15975.53871
491	15969.45108
492	15966.81996
493	15964.82716
494	15961.06867
495	15959.19261
496	15955.84197
497	15954.43708
498	15952.62687
499	15950.77028
500	15948.992
501	15947.09013
502	15944.11845
503	15938.16295
504	15936.79743
505	15931.35497
506	15925.51357
507	15923.06887
508	15921.27204
509	15919.74151
510	15914.46249
511	15913.00496
512	15907.0649
513	15904.54388
514	15898.47583
515	15897.37378
516	15893.73489
517	15892.59472
518	15890.54587
519	15887.61455
520	15885.30561
521	15883.97946
522	15881.87722
523	15879.62243
524	15877.21315
525	15875.35717
526	15869.88097
527	15864.45466
528	15859.16422
529	15855.92058
530	15853.54436
531	15851.08283
532	15847.92479
533	15846.15517
534	15843.6344
535	15841.67114
536	15840.50683
537	15838.43098
538	15836.02561
539	15834.76559
540	15832.85465
541	15827.57056
542	15824.55353
543	15822.4647
544	15819.11736
545	15813.38741
546	15812.07328
547	15811.24754
548	15807.50492
549	15805.18405
550	15802.31605
551	15797.83838
552	15796.09347
553	15794.79174
554	15793.19651
555	15790.14079
556	15788.49782
557	15785.75934
558	15780.30015
559	15779.1704
560	15775.92604
561	15773.3893
562	15770.90229
563	15768.96252
564	15766.78502
565	15763.26719
566	15760.49501
567	15758.53719
568	15757.51024
569	15755.89308
570	15753.99543
571	15748.9365
572	15743.80188
573	15740.47134
574	15737.72226
575	15735.9277
576	15733.34281
577	15730.72268
578	15726.0905
579	15724.05499
580	15722.75943
581	15720.85884
582	15715.78404
583	15710.80862
584	15709.55926
585	15707.65372
586	15703.87862
587	15700.15681
588	15698.18553
589	15696.31666
590	15691.53591
591	15690.54947
592	15686.22394
593	15684.71361
594	15682.7313
595	15680.72347
596	15678.80206
597	15676.44945
598	15671.84068
599	15669.94702
600	15668.15609
601	15666.36346
602	15661.79774
603	15658.72018
604	15655.70323
605	15653.93783
606	15652.34783
607	15650.21657
608	15647.39613
609	15645.91303
610	15641.3829
611	15638.82478
612	15636.69713
613	15633.40919
614	15631.72046
615	15629.81592
616	15628.10731
617	15626.38829
618	15621.96849
619	15619.46398
620	15615.12571
621	15613.44381
622	15611.83918
623	15610.19146
624	15608.01493
625	15606.24454
626	15603.95576
627	15602.21928
628	15600.4672
629	15597.04322
630	15595.05866
631	15591.70213
632	15587.42247
633	15585.26788
634	15583.6762
635	15579.79543
636	15577.90042
637	15576.70158
638	15574.66989
639	15573.11747
640	15571.94393
641	15570.32592
642	15569.35864
643	15568.09674
644	15565.01982
645	15564.01416
646	15562.25273
647	15558.76469
648	15556.29901
649	15552.8136
650	15548.7322
651	15545.53369
652	15540.43891
653	15538.22849
654	15534.46865
655	15532.20712
656	15528.16394
657	15524.56922
658	15523.05303
659	15521.56121
660	15519.10434
661	15515.53115
662	15514.47455
663	15512.45895
664	15508.59307
665	15506.58433
666	15503.43552
667	15501.53117
668	15498.1742
669	15496.95707
670	15495.19108
671	15493.28449
672	15491.62666
673	15487.85415
674	15485.93641
675	15483.92069
676	15482.62328
677	15479.53436
678	15478.03997
679	15473.07292
680	15471.63595
681	15470.01538
682	15467.16076
683	15466.40696
684	15465.37325
685	15463.73566
686	15462.81431
687	15461.74748
688	15460.40906
689	15455.53511
690	15453.94578
691	15452.89211
692	15450.04609
693	15447.62342
694	15446.41547
695	15443.05919
696	15438.27238
697	15436.05162
698	15434.26057
699	15431.85696
700	15429.68422
701	15428.36884
702	15423.45417
703	15418.75414
704	15417.36214
705	15413.23027
706	15412.14938
707	15410.21506
708	15408.75439
709	15407.07384
710	15402.47427
711	15400.92761
712	15399.7015
713	15395.19134
714	15392.47377
715	15391.19979
716	15386.78011
717	15384.73918
718	15379.90692
719	15378.6653
720	15377.31135
721	15375.24339
722	15371.65775
723	15368.05634
724	15365.74569
725	15362.23183
726	15360.6433
727	15359.38118
728	15357.75133
729	15356.15929
730	15354.21058
731	15353.1013
732	15351.77653
733	15349.48114
734	15346.09149
735	15341.7528
736	15339.49037
737	15337.92959
738	15336.01954
739	15334.38648
740	15333.12525
741	15328.87154
742	15326.2051
743	15324.96913
744	15323.26451
745	15321.8032
746	15319.33608
747	15318.0322
748	15313.80179
749	15309.83053
750	15307.99188
751	15305.87577
752	15303.6375
753	15302.63196
754	15300.46126
755	15299.34333
756	15296.3879
757	15292.54254
758	15289.20345
759	15287.13489
760	15286.00343
761	15283.39435
762	15281.62433
763	15279.06589
764	15278.12857
765	15274.35867
766	15270.90755
767	15269.7537
768	15268.47244
769	15267.72587
770	15265.93284
771	15262.71902
772	15258.60239
773	15255.53007
774	15252.02859
775	15250.51836
776	15249.03651
777	15247.25774
778	15245.27516
779	15242.12218
780	15241.24426
781	15239.66636
782	15237.16822
783	15232.41398
784	15229.68383
785	15226.52361
786	15223.5289
787	15219.89929
788	15218.79803
789	15217.07904
790	15213.15793
791	15211.96645
792	15210.45508
793	15209.00568
794	15206.70937
795	15202.15682
796	15201.42681
797	15199.91712
798	15197.77553
799	15196.44653
800	15195.31561
801	15194.2802
802	15192.71953
803	15190.62028
804	15188.14042
805	15184.27918
806	15181.87769
807	15178.09181
